Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem,ei_nox_p3t3_xue,ei_nox_kaiser,ei_nox_kypriandis
24,24,-3.52703857421875,39.1510837360964,11247.12,245.389999788,34610D,218.94328,11.929334,20.967194,227.0141733555828,65346.65023546504,0.325420354908,0.694706074835024,41.68236449010144,42950.90275647325,604.2050278657252,2024-06-07 09:47:00,7.175363665688185e-05,0.2176674270226199,1.0833205186962478,0.347353037417512,0.8001814929026094,0.0133606211653076,0.0006114068839194,0.0001314192296666,3.628235539e-05,1450000000000000.0,131.67458942423045,51.561084874255485,0.0500188373881217,0.0010207925997575,0.000833647289802,0.5569022812265162,0.025484884587287,0.0054778642319745,0.0015123343619253,6.043942851064709e+16,climb,15,GTF2035,0,43031,1.237,3.16,3.16,10.376994625317066,1.5558046066956244,0.7653223079501039,21.475451378236627,13.360621165307622,36.28235538999999,1450000000000000.0,16.1625861860993,810.790482092439,1345.67992074411,0.00717536366569,0.0243245512133204,0.246004857729755,21.4760618260761,10.1134387052962,10.112713081356146,15.391816400935046,0.7166453739100267,1.159544294195699,520661573080310.5,8.004398549412185,9.321286168306187,650804335052716.1,-50.089986291365705,1.1852431379336683,1.1600389541874032
25,25,-3.509534752887248,39.284271240234375,11430.0,250.019999784,34610D,217.39343,12.326429,21.333916,227.4217862654432,65304.96787097494,0.3322183534646883,0.6287646235457498,37.725877412744985,39614.94999700831,300.508486379962,2024-06-07 09:48:00,6.081259432386444e-05,0.2114799020422646,1.089738486257303,0.3143823117728749,0.7264788288385545,0.0127611487676662,0.0006150692319582,0.0001302662162546,3.628235539e-05,1450000000000000.0,119.1760467468614,46.66691035956555,0.0452710528952939,0.0009238990386794,0.0007545175482548,0.4814255340547796,0.0232040264452087,0.004914407305446,0.0013687836916887,5.470252224848023e+16,climb,15,GTF2035,0,43031,1.237,3.16,3.16,9.844044073340044,1.4760079691422685,0.7694245763345644,19.807474998504155,12.761148767666276,36.28235538999999,1450000000000000.0,15.1437112616044,798.309915636274,1317.33941997407,0.00608125943239,0.0234902439665474,0.225230617864246,19.8084652565286,9.58826218173803,9.587679130096584,15.400922379103854,0.6701703778140014,1.1033950548572256,465814339472738.0,6.931426106158876,9.11066686771228,632888119176300.0,-47.62417009540014,1.081696722731862,1.0560958175031347
26,26,-3.48419189453125,39.418433237884,11521.44,255.164444224,34610D,216.64098,12.593231,21.41315,228.7517604235981,65267.2419935622,0.3413514335064858,0.5393547176163767,32.3612830569826,34712.92627533492,-25.00407370578987,2024-06-07 09:49:00,5.586680023480331e-05,0.2084524140765676,1.0886193903924368,0.2696773588081883,0.6250766988977549,0.0119146416470241,0.0006170810816126,0.0001277204981365,3.3845117498979884e-05,1486615989230068.5,102.22929317700805,40.03090714148748,0.0388335396683791,0.000792521217722,0.0006472256611396,0.3855730908618626,0.0199695355511746,0.004133199192377,0.0010952714274813,4.810880082451044e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.790855560348147,1.318137217080739,0.775267129060375,17.356463137667458,11.914641647024172,33.84511749897988,1486615989230068.5,13.6570393922161,806.077640482979,1356.73637958931,0.00558668002348,0.0249813691007979,0.212572464184091,17.3572827550821,8.50923995904217,8.508764601589927,15.49710958376482,0.6987758736190668,1.0778151419068622,453978093147183.2,6.897433237734218,6.100306061038022,486341113335733.0,-48.85233357100204,1.0685638118093328,1.0364788162133955
27,27,-3.458125902258814,39.55517578125,11513.82,254.135555336,34610D,216.72963,12.786262,21.197552,229.7435122439467,65234.88071050521,0.3407430652604867,0.556452402064809,33.38714412388854,35595.184587605,0.0,2024-06-07 09:50:00,5.586425512550853e-05,0.2087030407451307,1.0773008763944272,0.2782262010324045,0.64576178832568,0.0120882820967229,0.0006171579287054,0.0001283742678717,3.5391307407502306e-05,1463386712659778.0,105.46998828736388,41.299897281250125,0.0400645729486662,0.0008176443458911,0.0006677428824777,0.4035932165735119,0.0206051407128879,0.0042860501832325,0.0011816146811471,4.885830308455547e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.946270684146057,1.3414408258739874,0.7784690355950914,17.7975922938025,12.088282096722986,35.3913074075023,1463386712659778.0,13.9439794249332,809.227021045758,1363.84872371861,0.00558642551255,0.0251910537124717,0.218235477442038,17.7974873797939,8.66321353338202,8.662729596445761,15.490784375410104,0.7106681887182837,1.0931588825232559,469367856029214.44,7.188118071509436,6.154054694101031,489247875022135.3,-49.41993760921951,1.0959066814710805,1.0641518520702735
28,28,-3.432451331097127,39.68962097167969,11513.82,253.106666448,34610D,216.75963,12.852416,20.872948,231.13745327713755,65201.49356638132,0.3430211910206223,0.5365386378700151,32.19231827220091,34342.43518215839,-50.044116317992014,2024-06-07 09:51:00,5.53423250947694e-05,0.2087030407451307,1.063054737015581,0.2682693189350075,0.6238886645844111,0.0119011876684973,0.0006174399515683,0.0001277575828834,3.334629586005231e-05,1494110065957659.5,101.69553342188266,39.821897702712526,0.038630781926641,0.0007883833046253,0.000643846365444,0.3831268212414602,0.0198768234348602,0.0041128127698706,0.0010734945695257,4.809886677700806e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.781372447613245,1.3167198855732127,0.7831380448293567,17.171217591079195,11.901187668497377,33.34629586005231,1494110065957659.5,13.6277601975176,806.464825697047,1355.83782988655,0.00553423250948,0.0249400735662457,0.211821854280941,17.1720232769555,8.4932329376776,8.492762928430661,15.50955685352621,0.7002328675797399,1.0765991780336595,449901546740652.56,6.842295974700632,6.218505400975039,492359786045504.8,-49.08082832648183,1.0682757940577536,1.035274562663903
29,29,-3.406494140625,39.82529979641154,11498.58,252.592222004,34610D,216.92267,12.8461685,20.431599,231.878790578986,65169.30124810912,0.3427336440034711,0.548812953171002,32.92877719026012,34986.421434183256,25.029578386100315,2024-06-07 09:52:00,5.5576785661445696e-05,0.2092051984455095,1.0475580901609824,0.274406476585501,0.6388950070198124,0.0120278796715958,0.0006174582958918,0.0001282268381518,3.440371821382546e-05,1478223817979960.0,104.02200714403172,40.73289738435177,0.0395145326283121,0.0008064190332308,0.0006585755438052,0.3960633697772375,0.0203321466497006,0.0042223529833134,0.0011328723715795,4.8676102739597736e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.89871614295313,1.3343128594032303,0.7853545757552957,17.49321071709163,12.027879671595809,34.40371821382545,1478223817979960.0,13.8455487413189,808.922979998168,1360.99898588959,0.00555767856614,0.0250854071295138,0.216014179676306,17.4931783330195,8.61114904617828,8.610670492789902,15.50159669806538,0.7095180292512847,1.0887679813160662,460723628967664.7,7.05043745820077,6.269624956039087,495452149423587.1,-49.4649165129697,1.0897609332359577,1.0572368702137225
30,30,-3.380543101917624,39.95983576370498,11506.2,253.106666448,34610D,216.88998,12.75129,19.933956,232.16511806625653,65136.37247091886,0.3420880122932095,0.5596641871218128,33.579851227308765,35567.05134229516,25.02515358377929,2024-06-07 09:53:00,5.488406930982337e-05,0.2089539687473447,1.03768090198115,0.2798320935609064,0.6521481914431702,0.0121343472072244,0.000617908229758,0.0001287240122803,3.548723835103428e-05,1461945488391872.5,106.07875002706838,41.53827596818095,0.0402958214727705,0.0008223637035259,0.0006715970245461,0.407469573959107,0.0207492664274049,0.004322533181755,0.0011916561842957,4.909191200263434e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.989166732441511,1.347881647816246,0.786383597511293,17.783525671147583,12.13434720722446,35.48723835103428,1461945488391872.5,14.0171844578642,810.816979681121,1365.77760994654,0.00548840693098,0.0252325795115943,0.219550822736864,17.7836414565351,8.70108514414787,8.70060761939625,15.497298942225274,0.71674694163779,1.0982343499664668,470749001382881.9,7.237534364744575,6.273838239720769,495343108777531.0,-49.83114434652767,1.1064262883952678,1.074213491611199
31,31,-3.354450572620749,40.09488380561441,11513.82,253.621110892,34610D,216.846,12.67691,19.477152,232.9581353474274,65102.79261969155,0.3433115344438005,0.5491888912544587,32.95133347526752,34906.93485980707,25.01975859997043,2024-06-07 09:54:00,5.421003201302883e-05,0.2087030407451307,1.0296086318554618,0.2745944456272293,0.6407759236605493,0.0120362499368826,0.0006182520738325,0.0001284494417531,3.4456599808258444e-05,1477429348183079.8,104.09326244837008,40.760799508905926,0.039541600170321,0.0008069714320473,0.0006590266695053,0.3966104854618864,0.0203722302566323,0.0042325803899203,0.0011353909107057,4.868326713812778e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.900815460235119,1.3346398055442263,0.7891497080493648,17.453467429903537,12.036249936882603,34.45659980825844,1477429348183079.8,13.8499294703775,809.315789488107,1361.47758367525,0.0054210032013,0.0250959505480232,0.216129492952328,17.4544378200608,8.61212618899396,8.611659350664874,15.503477198854046,0.7110039916144646,1.0896281568287192,460522553769792.06,7.054199464759025,6.302397999714667,496409865902254.8,-49.55345497846439,1.0918757742849274,1.0592233451624786
32,32,-3.32794189453125,40.23133850097656,11521.44,254.135555336,34610D,216.79645,12.618641,19.047277,233.0322425310077,65069.84128621629,0.3441191622906492,0.5364236797138998,32.18542078283399,34164.90689874272,0.0,2024-06-07 09:55:00,5.355154914876025e-05,0.2084524140765676,1.0224838182167155,0.2682118398569499,0.6261579151579666,0.0119102540819441,0.0006185436479294,0.0001280570699558,3.325403818992681e-05,1495496104582839.8,101.67374425297255,39.81336550836564,0.0386225049394007,0.0007882143865183,0.0006437084156566,0.3833365392578396,0.0199080875811586,0.0041215706807444,0.0010702952118712,4.81331714050878e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.784832331898174,1.3172544084043407,0.789490933805187,17.08245344937136,11.910254081944183,33.25403818992681,1495496104582839.8,13.6319800357252,807.203065031676,1356.34709198874,0.00535515491488,0.0249446245857375,0.211865303861713,17.0824948444229,8.49342523209795,8.492970420375066,15.515292705670744,0.7030117482842096,1.0779071533617446,448597759531502.06,6.835302494569372,6.296967850539909,495836257985510.6,-49.27304177047901,1.071786984548443,1.0383537869015325
33,33,-3.301513671875,40.366607666015625,11521.44,254.64999978,34610D,216.78831,12.719937,18.833553,232.74243623584115,65037.65586543345,0.3427650239368056,0.5545838497060076,33.275030982360455,35226.34628210156,0.0,2024-06-07 09:56:00,5.318432711835001e-05,0.2084524140765676,1.0165541462176344,0.2772919248530038,0.6470662389137122,0.0120869771444824,0.000618467139674,0.0001286863215806,3.5045386242948914e-05,1468583679965435.0,105.11582287327668,41.16121332517989,0.0399300371788325,0.0008148987179353,0.0006655006196472,0.4021945389657351,0.0205795132342258,0.0042820413376027,0.0011661363130229,4.886716745103878e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.942573986854823,1.3409104932480265,0.7885238540175553,17.61317314105078,12.086977144482416,35.045386242948915,1468583679965435.0,13.9317338224318,810.079729066311,1363.75371900117,0.00531843271184,0.0251683119787326,0.217835860286844,17.6129388059908,8.65516370231414,8.65470340773699,15.498749346234549,0.7139209912980418,1.0941309534661683,465715751353966.2,7.1472229897103,6.283415527841458,495182040946065.8,-49.66496416353454,1.0993565691937377,1.0670481555268276
34,34,-3.274924538352252,40.50249519994704,11521.44,254.135555336,34610D,216.77586,12.864613,18.682705,233.4932021155285,65004.38083445109,0.3442877058294408,0.5383796243509474,32.30277746105685,34238.54864825247,-25.016909682280254,2024-06-07 09:57:00,5.283264139514032e-05,0.2084524140765676,1.011478166003556,0.2691898121754737,0.6285321164897065,0.0119324205324998,0.0006183499495798,0.00012809111686,3.340149500047051e-05,1493280778370055.2,102.04447399947858,39.95853571932732,0.0387633329532682,0.0007910884276177,0.0006460555492211,0.385450325033088,0.0199744208143325,0.0041376988426692,0.0010789610598668,4.823711667056165e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.805969830832371,1.320430231978647,0.7910901629711865,17.119274324126238,11.93242053249985,33.40149500047051,1493280778370055.2,13.6660878606262,807.563708558891,1357.02390974483,0.00528326413951,0.0249639709968252,0.212523043591401,17.1190172678083,8.51319061452318,8.512740863937827,15.516506418744529,0.7043760297531962,1.0794532833644115,450194573465039.2,6.865911700314938,6.319437401717539,496920904518795.4,-49.37359883922945,1.074707847172526,1.041155646509366
35,35,-3.248207785866498,40.63814842094809,11513.82,253.106666448,34610D,216.81723,13.2050495,18.696573,233.538549929763,64972.07805699003,0.344508423893005,0.535335428660275,32.120125719616496,34060.16210785302,-25.02160036010883,2024-06-07 09:58:00,5.2651593163962814e-05,0.2087030407451307,1.0037780944469117,0.2676677143301375,0.6246957497199231,0.011903447061933,0.0006179814448816,0.0001278949211587,3.3049312083280295e-05,1498571819490975.0,101.4674771482685,39.732595515165606,0.0385441508635397,0.0007866153237457,0.0006424025143923,0.382340216126089,0.0198496417019879,0.0041080009465195,0.0010615480590618,4.813431524192455e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.78256305370101,1.3169220421183112,0.7911683816902788,17.030081053926512,11.903447061933043,33.0493120832803,1498571819490975.0,13.6219947793591,807.068621573126,1355.59963516871,0.0052651593164,0.024918678757484,0.211547339086492,17.0303574430512,8.48950865916022,8.48906169653743,15.518428912802433,0.7025049764128316,1.0769712493522212,447293248688359.06,6.813100935039272,6.330799310059408,497780853963476.4,-49.30154412411106,1.0703515633626428,1.0366871384436571
36,36,-3.221678300337373,40.77245162705243,11506.2,252.592222004,34610D,216.85715,13.587475,18.746351,233.4289080614832,64939.957931270415,0.3443075985533261,0.5382853920191198,32.29712352114719,34243.96315115163,0.0,2024-06-07 09:59:00,5.2629838444186645e-05,0.2089539687473447,0.9993400593887766,0.2691426960095599,0.6277348042611186,0.011932949594296,0.0006175997012864,0.0001279108589753,3.329529285854926e-05,1494876312601295.8,102.02661320330397,39.95154179565908,0.0387565482253766,0.0007909499637831,0.0006459424704229,0.3853999470186039,0.0199466938390714,0.0041311528120221,0.0010753421861253,4.828020491692109e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.812285614896373,1.32137905306622,0.7907241044635428,17.121981575575813,11.932949594296089,33.29529285854925,1494876312601295.8,13.6761543655867,807.525808964642,1356.66980953126,0.00526298384442,0.0249496701290359,0.212563449984053,17.1220347530336,8.51968979488334,8.519241428583285,15.515787766400791,0.7042326590555013,1.0796919311138398,450080362683634.9,6.863511634073927,6.33480618431923,498286274305070.1,-49.36785965261109,1.0749016483226588,1.0413936892639777
37,37,-3.19549560546875,40.905120849609375,11506.2,253.36388867,34610D,216.84769,14.072683,18.82241,233.205849698059,64907.66080774927,0.3448897109032099,0.5239030287398793,31.434181724392754,33417.285229906774,-25.02558321042725,2024-06-07 10:00:00,5.288090701152309e-05,0.2089539687473447,1.0053506993939192,0.2619515143699396,0.610718586138419,0.0117882697989103,0.0006175107777473,0.0001273558194338,3.1902205318196866e-05,1515805446586134.2,99.3005800673567,38.88408279307384,0.0377210180692713,0.0007698166952912,0.0006286836344878,0.3705546150751172,0.0194109460044817,0.0040033259717419,0.001002819719381,4.7648103866812856e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.679009386939878,1.3013924541526387,0.7899857413153598,16.708642614953387,11.7882697989103,31.902205318196867,1515805446586134.2,13.425755593657,804.921898066135,1350.53809861787,0.00528809070115,0.0247704102096673,0.20767372950754,16.7087127406945,8.38394389716201,8.383500570047936,15.528546463249906,0.6944267671443051,1.0656652130253608,436907654507940.2,6.6181666638777115,6.3243969367617066,497783801618406.4,-49.00625684827722,1.0512455124396582,1.0170293877127508
38,38,-3.168182373046875,41.04245460639566,11498.58,254.135555336,34610D,216.89574,14.599293,18.916826,232.5924123957913,64876.22662602488,0.3440607668149427,0.5342232491191475,32.05339494714885,34083.31688105842,25.023315345170783,2024-06-07 10:01:00,5.373453299642001e-05,0.2092051984455095,1.0164042454072573,0.2671116245595737,0.6220996316900397,0.0118885652829366,0.0006172053785358,0.0001276529469599,3.291514636879111e-05,1500587466127227.0,101.25667463804322,39.650049549623134,0.0384640739365786,0.0007849811007465,0.0006410678989429,0.38106887836893,0.019783527761714,0.0040917103250762,0.001055042186302,4.809892270451736e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.774439045844446,1.3156943664922327,0.7878204124512627,17.041658440529208,11.888565282936623,32.915146368791106,1500587466127227.0,13.6056109403523,806.590921469483,1354.82865797937,0.00537345329964,0.0248988142680966,0.211194401875213,17.0416179816885,8.48210680240388,8.481651044845947,15.517616995690387,0.7007073711822286,1.0754472546117937,446771197006759.5,6.796879729363813,6.304178494785856,497120270548358.3,-49.212077919091584,1.0673031548262557,1.033712065744414
39,39,-3.140869140625,41.179229736328125,11506.2,255.164444224,34610D,216.80835,15.137505,18.944382,232.06979540598647,64844.17323107773,0.3409081151163993,0.5734525712425915,34.407154274555495,36332.53349568041,25.01248311919427,2024-06-07 10:02:00,5.418697712099136e-05,0.2089539687473447,1.0354927475402014,0.2867262856212957,0.6672231892678118,0.0122665278664321,0.000617141070257,0.0001290145091605,3.628235539e-05,1450000000000000.0,108.6922003533208,42.561649837625154,0.0412885851294665,0.0008426241863156,0.0006881430854911,0.4220563167134654,0.0212340680134992,0.0044390221203428,0.0012483725993479,4.989037369810546e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,9.105800747188724,1.3653766962615523,0.7862086328250202,18.166266747840204,12.26652786643216,36.28235539,1450000000000000.0,14.2306375969115,812.981458355295,1371.66936583084,0.0054186977121,0.0254243271472735,0.224037747990036,18.1663735533295,8.81194403660204,8.811466569864617,15.5008720985247,0.7250826676188898,1.108567519381929,484086903922119.44,7.481496867698244,6.2713919025064,495225007491024.3,-50.63152654963877,1.1251694230582832,1.0927106778070022
40,40,-3.113750110973001,41.31436622748941,11513.82,255.164444224,34610D,216.70801,15.66672,18.918526,233.7150431156965,64809.76607680317,0.3446246927998032,0.5356099036957452,32.13659422174472,34063.383349692966,-25.007614604105665,2024-06-07 10:03:00,5.426455489379129e-05,0.2087030407451307,1.049418002938391,0.2678049518478726,0.6239780446749343,0.0119068714656705,0.000616954768663,0.0001276599892729,3.302958664636998e-05,1498868165772200.8,101.51950114649156,39.75296705229822,0.0385639130660936,0.0007870186340019,0.0006427318844348,0.3826462967427241,0.0198268250536957,0.0041025572736168,0.0010614584233663,4.816851803531201e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.790410637060356,1.3180845878384997,0.7919657497060928,17.03169167484648,11.906871465670514,33.02958664636998,1498868165772200.8,13.6313863376051,806.773247173338,1354.9899929981,0.00542645548938,0.0249006659481586,0.211592205438442,17.0316401718108,8.4974516697249,8.496990584312906,15.517796096947375,0.7013934703403062,1.0764879601277921,447578630674312.44,6.812331510410422,6.342049828795441,498323919427334.4,-49.26438098975706,1.0690941766313955,1.0354653543826595
41,41,-3.086455589116952,41.44987979177701,11506.2,254.64999978,34610D,216.72397,16.20672,18.873388,233.63897305621765,64777.62948258143,0.3446909392909445,0.5340643445575565,32.04386067345339,33982.67963949336,-25.009400019765643,2024-06-07 10:04:00,5.4549205240073e-05,0.2089539687473447,1.0539873841579177,0.2670321722787782,0.621547744231451,0.0118919277533613,0.0006163487996139,0.0001274584765707,3.2826701536804973e-05,1501916222350569.5,101.22655586743925,39.63825565306185,0.038452632808144,0.0007847476083294,0.000640877213469,0.3810632760674841,0.0197501950610784,0.0040842616648826,0.0010518942504144,4.812719417220109e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.780444857374835,1.3165877623176012,0.7916788337226613,16.99133981974668,11.891927753361331,32.826701536804975,1501916222350569.5,13.609206932871,806.417576049856,1354.13065814154,0.00545492052401,0.0248755829584938,0.211107775063724,16.9914325706039,8.4865458395877,8.486082930508239,15.52012491725888,0.7000550652048046,1.0747723815204377,446285594152960.7,6.786481808987932,6.348288861548223,498937092732942.5,-49.237758303486224,1.0661607789301462,1.0323752030946842
42,42,-3.0593730128088623,41.583764027741,11498.58,254.135555336,34610D,216.73895,16.732065,18.817465,233.51801732094904,64745.58562190797,0.3457512872901263,0.5025841712713991,30.155050276283944,32094.578449418288,0.0,2024-06-07 10:05:00,5.450110077439542e-05,0.2092051984455095,1.0522574849929651,0.2512920856356995,0.5842811773053261,0.0115740193032168,0.000615734418708,0.0001261325301845,2.9682949182016688e-05,1549146573884596.2,95.25980382278098,37.30179719176324,0.0361860603315407,0.0007384910271743,0.0006031010055256,0.3490151339871842,0.0185675023529786,0.0038035327891895,0.000895090824932,4.6714592820823016e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.479356447930769,1.2714413329293446,0.7912415688312909,16.047289224709143,11.574019303216824,29.68294918201669,1549146573884596.0,13.04949846369,800.443343291209,1340.12487209032,0.00545011007744,0.0244642572577212,0.200196826515277,16.0478445196205,8.18323746379394,8.182791492650184,15.543440221048227,0.6778927475513509,1.0436801795850519,417144578535075.6,6.243799382344356,6.352406632407909,499448376614659.7,-48.31694031969572,1.0139378144212547,0.9793119557917234
43,43,-3.0324181845021485,41.716391353283896,11498.58,253.106666448,34610D,216.68967,17.242405,18.739134,231.3654796394424,64715.43057163169,0.3448375809940534,0.4922491936846477,29.534951621078864,31643.20755893961,0.0,2024-06-07 10:06:00,5.404351491776486e-05,0.2092051984455095,1.0501767393086143,0.2461245968423238,0.5704754794175153,0.0114555492291405,0.0006152724042175,0.0001255776075573,2.881591414042492e-05,1562172526690429.2,93.30091217098813,36.53473515527456,0.0354419419452946,0.000723304937659,0.0005906990324215,0.3383390922755545,0.0181720406923507,0.003708928563898,0.0008510766300546,4.613868999958036e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.36685768514021,1.25457647837291,0.7840371905842171,15.821603779469807,11.455549229140589,28.815914140424923,1562172526690429.2,12.8481688290389,797.714237462,1335.27217743386,0.00540435149178,0.0243371727734664,0.196481987556192,15.8216166301861,8.07332837651571,8.072892089051665,15.546011912372563,0.6680230823242483,1.031861430167451,408900267908717.3,6.074376541988427,6.251235509031002,494564329676923.1,-47.64248738032858,0.9932876539922356,0.9590267513321128
44,44,-2.9749852960759995,41.85017395019531,11498.58,256.707777556,34610D,216.65347,17.787842,18.663057,229.1394491910615,64685.89562001061,0.3420277659072036,0.5345661138152257,32.07396682891354,34414.57275577234,0.0,2024-06-07 10:07:00,5.354644191851616e-05,0.2092051984455095,1.0454602576828282,0.2672830569076128,0.6176807352488631,0.0118727147653191,0.0006149333963297,0.0001270444060063,3.315981707891739e-05,1496911641079575.2,101.32166121253788,39.67549696736605,0.0384887601946962,0.0007854849019325,0.0006414793365782,0.3808050595519988,0.0197233533558728,0.0040748180640459,0.001063566873042,4.801189432180083e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.766551707762396,1.314513338512514,0.7765586441153185,17.207286377886167,11.87271476531916,33.15981707891739,1496911641079575.2,13.5954452447028,804.962834911063,1353.66514648012,0.00535464419185,0.0248876552357324,0.211074028455282,17.2068521027953,8.48107330546082,8.480619198477475,15.505559378635164,0.6945808141834533,1.0725573975672815,449561565930996.06,6.810575909584161,6.147772974569687,489568723684007.8,-48.80119917946201,1.059509170706806,1.0268486883197188
45,45,-2.883286909623564,41.97084045410156,11498.58,255.678888668,34610D,216.62627,18.320171,18.53292,229.7507518905057,64653.8216531817,0.3427367185936851,0.5288474419439855,31.73084651663913,34026.20852674581,0.0,2024-06-07 10:08:00,5.320994529140483e-05,0.2092051984455095,1.042599444282165,0.2644237209719927,0.6111843604268256,0.0118193434484364,0.0006146786002933,0.0001267864974442,3.254285419674764e-05,1506180619841194.8,100.237744146063,39.251057141082605,0.0380770158199669,0.0007770819555095,0.0006346169303327,0.3750377728897824,0.0195042723229701,0.0040230428907848,0.0010326123117303,4.7792386074517336e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,8.719815552290362,1.3075083519350656,0.778679247002805,17.013104263372906,11.819343448436488,32.54285419674763,1506180619841194.8,13.5031758739466,804.058500192769,1351.09049472642,0.00532099452914,0.0248084430612279,0.209180125033653,17.0138934413077,8.43181188426017,8.431363251882805,15.51299529195769,0.6912319230659071,1.0671508238720582,444018624141517.7,6.710819674219931,6.176950397111532,490977629535085.4,-48.72367881386838,1.0508298955505513,1.017723867117528
46,46,-2.7914636785333755,42.09063720703125,11498.58,254.64999978,34610D,216.59769,18.79621,18.433466,229.95160597903248,64622.09080666506,0.3430492930553511,0.4387084255592053,26.32250553355232,28227.70142397169,-24.995326225514948,2024-06-07 10:09:00,5.333333070001773e-05,0.2092051984455095,1.0489370437334018,0.2193542127796026,0.5068730253539843,0.0108745823546046,0.0006144110292297,0.0001231541362572,2.4461650914948703e-05,1513322094408340.5,83.15279498049176,32.560939345004215,0.0315870066402627,0.0006446327885767,0.000526450110671,0.2862462542041517,0.0161728377167765,0.0032417254331124,0.0006438919415685,3.983442920411053e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,7.773431193541741,1.165600096054742,0.7794114213539128,14.113850711985844,10.874582354604666,24.461650914948702,1513322094408340.8,11.7736061238588,784.825010163316,1308.28344826344,0.00533333307,0.023590801277421,0.176466022225217,14.1138909030621,7.48028946325423,7.479890535778685,15.588450365054731,0.6237296546538046,0.9737673712402977,357076690124937.0,5.1045361848331074,6.187053783242988,491465479286944.5,-45.68800662606148,0.8932569764010163,0.8603401791171867
47,47,-2.700209506722331,42.20933299953654,11490.96,254.64999978,34610D,216.62129,19.22587,18.330067,225.0866454042481,64595.76830113151,0.3363007236739634,0.5723937034048021,34.343622204288124,36885.22007407578,-24.99762754530547,2024-06-07 10:10:00,5.380862826936208e-05,0.2094567302023603,1.0562854912177049,0.286196851702401,0.6574480462913453,0.0122184116999969,0.0006138791117998,0.0001280431258023,3.628235539e-05,1450000000000000.0,108.49150254334616,42.48306066670441,0.0412123466451457,0.0008410682988805,0.0006868724440857,0.41962451536115,0.0210828322947582,0.0043974647384108,0.0012460675061958,4.979825219621778e+16,cruise,15,GTF2035,0,43031,1.237,3.16,3.16,9.064286499053386,1.3591552380352532,0.7628802534473408,18.44261003703789,12.218411699996976,36.28235539,1450000000000000.0,14.16151633522,810.182736618702,1369.7304197982,0.00538086282694,0.0254130950292031,0.223074928630512,18.442185528562,8.77795201151881,8.777479707376095,15.48995369405885,0.7143158288496539,1.1008684178528028,487511943215370.6,7.483622260053825,5.972265427611211,481404933930515.8,-49.76920562385205,1.1082636812935656,1.076446345687682
